stop_lat,stop_code,stop_lon,stop_id,stop_name,,,
38.625807,103,-121.475353,103,NORTHGATE BLVD & WINTER GARDEN AVE (NB),,,
38.525752,105,-121.520596,105,I-5 FWY & SEAMAS AVE (NB),,,
38.57423,107,-121.503227,107,Q ST & 5TH ST (EB),,,
38.573513,108,-121.500527,108,Q ST & 7TH ST (EB),,,
38.572819,109,-121.497856,109,Q ST & 9TH ST (EB),,,
38.572495,110,-121.496666,110,Q ST & 10TH ST (EB),,,
38.572105,111,-121.495422,111,Q ST & 11TH ST (EB),,,
38.571343,112,-121.492424,112,Q ST & 13TH ST (EB),,,
38.577812,113,-121.486961,113,15TH ST & K ST (SB),,,
38.581653,116,-121.50313,116,3RD ST & K ST (NB),,,
38.572679,123,-121.49835,123,9TH ST & Q ST (SB),,,
38.569313,125,-121.499817,125,9TH ST & T ST (SB),,,
38.567246,126,-121.500717,126,9TH ST & V ST (SB),,,
38.566151,127,-121.501259,127,9TH ST & W ST (SB),,,
38.563839,128,-121.501083,128,BROADWAY & 10TH ST (EB),,,
38.562756,130,-121.498886,130,RIVERSIDE BLVD & BROADWAY (SB),,,
38.561062,131,-121.499649,131,RIVERSIDE BLVD & BEVERLY WAY (SB),,,
38.55946,132,-121.500572,132,RIVERSIDE BLVD & CASTRO WAY (SB),,,
38.557182,133,-121.501877,133,RIVERSIDE BLVD & FREMONT WAY (SB),,,
38.555843,134,-121.502678,134,RIVERSIDE BLVD & 3RD AVE (SB),,,
38.554222,135,-121.503639,135,RIVERSIDE BLVD & SWANSTON DR (SB),,,
38.552261,136,-121.504776,136,RIVERSIDE BLVD & MARIAN WAY (SB),,,
38.551373,137,-121.505272,137,RIVERSIDE BLVD & 6TH AVE (SB),,,                              
38.549553,138,-121.506332,138,RIVERSIDE BLVD & 8TH AVE (SB),,,
38.54773,139,-121.507477,139,RIVERSIDE BLVD & 10TH AVE (SB),,,
38.543701,141,-121.508957,141,RIVERSIDE BLVD & DARNEL WAY (SB),,,
38.541939,142,-121.509415,142,RIVERSIDE BLVD & SHERBURN AVE (SB),,,
38.540775,143,-121.509827,143,RIVERSIDE BLVD & SUTTERVILLE RD (SB),,,
38.539291,144,-121.511589,144,RIVERSIDE BLVD & SUTTERVILLE RD 2 (SB),,,
38.537777,145,-121.513397,145,RIVERSIDE BLVD & BROWNWYK DR (SB),,,
38.536514,146,-121.514763,146,RIVERSIDE BLVD & DERICK WAY (SB),,,
38.534294,147,-121.51619,147,RIVERSIDE BLVD & 25TH AVE (SB),,,
38.53199,148,-121.518105,148,RIVERSIDE BLVD & RIO LN (SB),,,
38.53035,149,-121.518425,149,RIVERSIDE BLVD & PIEDMONT DR (SB),,,
38.529118,150,-121.519249,150,RIVERSIDE BLVD & CASILADA WAY (SB),,,
38.527191,151,-121.521141,151,RIVERSIDE BLVD & DORSET WAY (SB),,,
38.524288,152,-121.522385,152,RIVERSIDE BLVD & SURF WAY (SB),,,
38.523098,153,-121.521843,153,35TH AVE & RIVERSIDE BLVD (EB),,,
38.522359,154,-121.518306,154,35TH AVE & LONSDALE DR (EB),,,
38.521542,155,-121.514282,155,35TH AVE & GLORIA DR (EB),,,
38.525379,156,-121.522408,156,RIVERSIDE BLVD & SEAMAS AVE (SB),,,
38.51001,157,-121.543228,157,RIVERSIDE BLVD & FLORIN RD (WB),,,
38.508339,158,-121.544983,158,RIVERSIDE BLVD & PARK RIVIERA WAY (WB),,,
38.506664,159,-121.544922,159,RIVERSIDE BLVD & GALLEY CT (WB),,,
38.504536,160,-121.546158,160,RIVERSIDE BLVD & ASHORE WAY (WB),,,
38.501598,161,-121.548676,161,RIVERSIDE BLVD & ORLEANS WAY (WB),,,
38.498074,162,-121.551804,162,RIVERSIDE BLVD & RIVERTREE WAY (WB),,,
38.495808,163,-121.553009,163,POCKET RD & PORTINAO CIR 1 (SB),,,
38.49427,164,-121.552528,164,POCKET RD & PORTINAO CIR 2 (SB),,,
38.49107,165,-121.550842,165,POCKET RD & RIVER ISLE WAY (EB),,,
38.486843,166,-121.547821,166,POCKET RD & PINIOS RIVER CT (SB),,,
38.485031,167,-121.54615,167,POCKET RD & HATTERAS WAY (SB),,,
38.480396,168,-121.540794,168,POCKET RD & BLUE DOLPHIN WAY (SB),,,
38.478485,169,-121.537254,169,POCKET RD & BLACKWATER WAY (WB),,,
38.476799,170,-121.532997,170,POCKET RD & WEST SHORE DR (EB),,,
38.478218,171,-121.520729,171,POCKET RD & EAST SHORE DR (EB),,,
38.480805,172,-121.515205,172,POCKET RD & GREENHAVEN DR (EB),,,
38.482952,173,-121.5439,173,POCKET RD & RIVER VILLAGE DR (SB),,,
38.513241,175,-121.532623,175,HAVENSIDE DR & RIVERSIDE BLVD (SB),,,
38.507832,178,-121.531197,178,HAVENSIDE DR & SAIL CT (SB),,,
38.505993,179,-121.530027,179,GLORIA DR & HAVENSIDE DR (EB),,,
38.506619,180,-121.527573,180,GLORIA DR & SENIOR WAY (EB),,,
38.506985,181,-121.526405,181,GLORIA DR & TRESTLE GLEN WAY (EB),,,
38.508587,182,-121.524045,182,GREENHAVEN DR & GLORIA RD (NB),,,
38.509778,183,-121.523624,183,GREENHAVEN DR & SUNLIT CIR (NB),,,
38.511677,184,-121.524684,184,GREENHAVEN DR & LEAF AVE (NB),,,
38.512858,185,-121.525456,185,GREENHAVEN DR & ROYAL GREEN AVE (NB),,,
38.514553,186,-121.527245,186,GREENHAVEN DR & RIVERSIDE BLVD (NB),,,
38.515766,187,-121.524597,187,43RD AVE & JOHNFER WAY (EB),,,
38.516205,189,-121.519508,189,43RD AVE & WOODSHIRE WAY (EB),,,
38.518273,190,-121.518466,190,GLORIA DR & LAKE GLEN WAY (NB),,,
38.519467,191,-121.516278,191,GLORIA DR & LAKE CREST WAY (NB),,,
38.520911,192,-121.514178,192,GLORIA DR & 35TH AVE (NB),,,
38.522642,193,-121.518885,193,35TH AVE & LONSDALE DR (WB),,,
38.523215,194,-121.521674,194,35TH AVE & RIVERSIDE BLVD (WB),,,
38.52401,195,-121.522203,195,RIVERSIDE BLVD & SURF WAY (NB),,,
38.525459,196,-121.522301,196,RIVERSIDE BLVD & SEAMAS AVE (NB),,,
38.526936,197,-121.52124,197,RIVERSIDE BLVD & DORSET WAY (NB),,,
38.528713,198,-121.519244,198,RIVERSIDE BLVD & CASILADA WAY (NB),,,
38.530299,199,-121.51826,199,RIVERSIDE BLVD & PIEDMONT DR (NB),,,
38.531854,200,-121.517909,200,RIVERSIDE BLVD & RIO LN (NB),,,
38.534646,201,-121.515943,201,RIVERSIDE BLVD & WEBER WAY (NB),,,
38.536419,202,-121.514687,202,RIVERSIDE BLVD & DERICK WAY (NB),,,
38.537601,203,-121.513378,203,RIVERSIDE BLVD & BROWNWYK DR (NB),,,
38.539116,204,-121.511627,204,RIVERSIDE BLVD & SUTTERVILLE RD 1 (NB),,,
38.539984,205,-121.510296,205,RIVERSIDE BLVD & SUTTERVILLE RD 2 (NB),,,
38.541811,206,-121.509165,206,RIVERSIDE BLVD & SHERBURN AVE (NB),,,
38.543481,207,-121.508749,207,RIVERSIDE BLVD & DARNEL WAY (NB),,,
38.546523,208,-121.50803,208,RIVERSIDE BLVD & 12TH AVE (NB),,,
38.548241,209,-121.506933,209,RIVERSIDE BLVD & 10TH AVE (NB),,,
38.549827,210,-121.505973,210,RIVERSIDE BLVD & 8TH AVE (NB),,,
38.551396,211,-121.505066,211,RIVERSIDE BLVD & PERKINS WAY (NB),,,
38.552275,212,-121.504557,212,RIVERSIDE BLVD & MARIAN WAY (NB),,,
38.554114,213,-121.503449,213,RIVERSIDE BLVD & SWANSTON DR (NB),,,
38.555736,214,-121.502507,214,RIVERSIDE BLVD & 3RD AVE (NB),,,
38.556963,215,-121.501807,215,RIVERSIDE BLVD & FREMONT WAY (NB),,,
38.558471,216,-121.500925,216,RIVERSIDE BLVD & CASTRO WAY (NB),,,
38.55965,217,-121.50023,217,RIVERSIDE BLVD & 2ND AVE (NB),,,
38.560872,218,-121.499514,218,RIVERSIDE BLVD & BEVERLY WAY (NB),,,
38.561969,219,-121.498919,219,RIVERSIDE BLVD & BROADWAY (NB),,,
38.584359,221,-121.496284,221,7TH ST & G ST (SB),,,
38.583336,222,-121.496719,222,7TH ST & H ST (SB),,,
38.581536,223,-121.497493,223,7TH ST & J ST (SB),,,
38.577652,225,-121.499153,225,7TH ST & CAPITOL AVE (SB),,,
38.57576,226,-121.499947,226,7TH ST & O ST (SB),,,
38.562885,227,-121.497604,227,BROADWAY & RIVERSIDE BLVD (EB),,,
38.56202,229,-121.49427,229,BROADWAY & 15TH ST (EB),,,
38.561192,230,-121.490929,230,BROADWAY & 17TH ST (EB),,,
38.560837,231,-121.489693,231,BROADWAY & 18TH ST (EB),,,
38.560391,232,-121.488037,232,BROADWAY & FREEPORT BLVD (EB),,,
38.559696,233,-121.485405,233,BROADWAY & 21ST ST (EB),,,
38.558601,234,-121.481361,234,BROADWAY & 24TH ST (EB),,,
38.55809,235,-121.47937,235,BROADWAY & 26TH ST (EB),,,
38.557407,236,-121.476814,236,BROADWAY & 28TH ST (EB),,,
38.621777,241,-121.424434,241,ARCADE & MARCONI LRT (NB),,,
38.465859,242,-121.417026,242,TIMBERLAKE WY & BRUCEVILLE RD (EB),,,
38.464688,243,-121.414715,243,TIMBERLAKE WY & HOSPITAL DR (SB),,,
38.462193,244,-121.413563,244,TIMBERLAKE WY & RICHARDSON CT (SB),,,
38.519589,246,-121.51635,246,GLORIA DR & ROSA DEL RIO WAY (SB),,,
38.518261,247,-121.518677,247,GLORIA DR & LAKE GLEN WAY (SB),,,
